piece_id,piece_name,part_id,instrument,notes_path,score_path,split,rhythmic_precision,perf_midi_paths,score_parts,alignment_path
21,Rejouissance,3,tba,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Notes_3_tba_21_Rejouissance.txt,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Sco_21_Rejouissance_cl_tbn_tba.xml,test,y,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Notes_3_tba_21_Rejouissance.midi,data/aligned/URMP/test/21_Rejouissance_cl_tbn_tba/Sco_21_Rejouissance_3.xml,alignments/alignment_21_Rejouissance_3.json
22,Rejouissance,1,sax,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_1_sax_22_Rejouissance.txt,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_sax_tbn_tba.xml,test,y,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_1_sax_22_Rejouissance.midi,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_1.xml,alignments/alignment_22_Rejouissance_1.json
22,Rejouissance,2,tbn,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_2_tbn_22_Rejouissance.txt,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_sax_tbn_tba.xml,test,y,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_2_tbn_22_Rejouissance.midi,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_2.xml,alignments/alignment_22_Rejouissance_2.json
22,Rejouissance,3,tba,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_3_tba_22_Rejouissance.txt,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_sax_tbn_tba.xml,test,y,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Notes_3_tba_22_Rejouissance.midi,data/aligned/URMP/test/22_Rejouissance_sax_tbn_tba/Sco_22_Rejouissance_3.xml,alignments/alignment_22_Rejouissance_3.json
23,Rejouissance,1,cl,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_1_cl_23_Rejouissance.txt,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_cl_sax_tba.xml,test,y,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_1_cl_23_Rejouissance.midi,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_1.xml,alignments/alignment_23_Rejouissance_1.json
23,Rejouissance,2,sax,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_2_sax_23_Rejouissance.txt,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_cl_sax_tba.xml,test,y,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_2_sax_23_Rejouissance.midi,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_2.xml,alignments/alignment_23_Rejouissance_2.json
23,Rejouissance,3,tba,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_3_tba_23_Rejouissance.txt,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_cl_sax_tba.xml,test,y,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Notes_3_tba_23_Rejouissance.midi,data/aligned/URMP/test/23_Rejouissance_cl_sax_tba/Sco_23_Rejouissance_3.xml,alignments/alignment_23_Rejouissance_3.json
24,Pirates,1,vn,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_1_vn_24_Pirates.txt,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_vn_vn_va_vc.xml,test,y,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_1_vn_24_Pirates.midi,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_1.xml,alignments/alignment_24_Pirates_1.json
24,Pirates,2,vn,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_2_vn_24_Pirates.txt,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_vn_vn_va_vc.xml,test,y,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_2_vn_24_Pirates.midi,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_2.xml,alignments/alignment_24_Pirates_2.json
24,Pirates,3,va,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_3_va_24_Pirates.txt,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_vn_vn_va_vc.xml,test,y,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_3_va_24_Pirates.midi,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_3.xml,alignments/alignment_24_Pirates_3.json
24,Pirates,4,vc,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_4_vc_24_Pirates.txt,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_vn_vn_va_vc.xml,test,y,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Notes_4_vc_24_Pirates.midi,data/aligned/URMP/test/24_Pirates_vn_vn_va_vc/Sco_24_Pirates_4.xml,alignments/alignment_24_Pirates_4.json
25,Pirates,1,vn,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Notes_1_vn_25_Pirates.txt,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Sco_25_Pirates_vn_vn_va_sax.xml,test,y,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Notes_1_vn_25_Pirates.midi,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Sco_25_Pirates_1.xml,alignments/alignment_25_Pirates_1.json
25,Pirates,2,vn,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Notes_2_vn_25_Pirates.txt,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Sco_25_Pirates_vn_vn_va_sax.xml,test,y,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Notes_2_vn_25_Pirates.midi,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Sco_25_Pirates_2.xml,alignments/alignment_25_Pirates_2.json
25,Pirates,3,va,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Notes_3_va_25_Pirates.txt,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Sco_25_Pirates_vn_vn_va_sax.xml,test,y,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Notes_3_va_25_Pirates.midi,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Sco_25_Pirates_3.xml,alignments/alignment_25_Pirates_3.json
25,Pirates,4,sax,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Notes_4_sax_25_Pirates.txt,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Sco_25_Pirates_vn_vn_va_sax.xml,test,y,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Notes_4_sax_25_Pirates.midi,data/aligned/URMP/test/25_Pirates_vn_vn_va_sax/Sco_25_Pirates_4.xml,alignments/alignment_25_Pirates_4.json
26,King,1,vn,data/aligned/URMP/val/26_King_vn_vn_va_vc/Notes_1_vn_26_King.txt,data/aligned/URMP/val/26_King_vn_vn_va_vc/Sco_26_King_vn_vn_va_vc.xml,val,y,data/aligned/URMP/val/26_King_vn_vn_va_vc/Notes_1_vn_26_King.midi,data/aligned/URMP/val/26_King_vn_vn_va_vc/Sco_26_King_1.xml,alignments/alignment_26_King_1.json
26,King,2,vn,data/aligned/URMP/val/26_King_vn_vn_va_vc/Notes_2_vn_26_King.txt,data/aligned/URMP/val/26_King_vn_vn_va_vc/Sco_26_King_vn_vn_va_vc.xml,val,n,data/aligned/URMP/val/26_King_vn_vn_va_vc/Notes_2_vn_26_King.midi,data/aligned/URMP/val/26_King_vn_vn_va_vc/Sco_26_King_2.xml,alignments/alignment_26_King_2.json
26,King,3,va,data/aligned/URMP/val/26_King_vn_vn_va_vc/Notes_3_va_26_King.txt,data/aligned/URMP/val/26_King_vn_vn_va_vc/Sco_26_King_vn_vn_va_vc.xml,val,y,data/aligned/URMP/val/26_King_vn_vn_va_vc/Notes_3_va_26_King.midi,data/aligned/URMP/val/26_King_vn_vn_va_vc/Sco_26_King_3.xml,alignments/alignment_26_King_3.json
26,King,4,vc,data/aligned/URMP/val/26_King_vn_vn_va_vc/Notes_4_vc_26_King.txt,data/aligned/URMP/val/26_King_vn_vn_va_vc/Sco_26_King_vn_vn_va_vc.xml,val,n,data/aligned/URMP/val/26_King_vn_vn_va_vc/Notes_4_vc_26_King.midi,data/aligned/URMP/val/26_King_vn_vn_va_vc/Sco_26_King_4.xml,alignments/alignment_26_King_4.json
27,King,1,vn,data/aligned/URMP/val/27_King_vn_vn_va_sax/Notes_1_vn_27_King.txt,data/aligned/URMP/val/27_King_vn_vn_va_sax/Sco_27_King_vn_vn_va_sax.xml,val,y,data/aligned/URMP/val/27_King_vn_vn_va_sax/Notes_1_vn_27_King.midi,data/aligned/URMP/val/27_King_vn_vn_va_sax/Sco_27_King_1.xml,alignments/alignment_27_King_1.json
27,King,2,vn,data/aligned/URMP/val/27_King_vn_vn_va_sax/Notes_2_vn_27_King.txt,data/aligned/URMP/val/27_King_vn_vn_va_sax/Sco_27_King_vn_vn_va_sax.xml,val,n,data/aligned/URMP/val/27_King_vn_vn_va_sax/Notes_2_vn_27_King.midi,data/aligned/URMP/val/27_King_vn_vn_va_sax/Sco_27_King_2.xml,alignments/alignment_27_King_2.json
27,King,3,va,data/aligned/URMP/val/27_King_vn_vn_va_sax/Notes_3_va_27_King.txt,data/aligned/URMP/val/27_King_vn_vn_va_sax/Sco_27_King_vn_vn_va_sax.xml,val,y,data/aligned/URMP/val/27_King_vn_vn_va_sax/Notes_3_va_27_King.midi,data/aligned/URMP/val/27_King_vn_vn_va_sax/Sco_27_King_3.xml,alignments/alignment_27_King_3.json
27,King,4,sax,data/aligned/URMP/val/27_King_vn_vn_va_sax/Notes_4_sax_27_King.txt,data/aligned/URMP/val/27_King_vn_vn_va_sax/Sco_27_King_vn_vn_va_sax.xml,val,n,data/aligned/URMP/val/27_King_vn_vn_va_sax/Notes_4_sax_27_King.midi,data/aligned/URMP/val/27_King_vn_vn_va_sax/Sco_27_King_4.xml,alignments/alignment_27_King_4.json
28,Fugue,1,fl,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Notes_1_fl_28_Fugue.txt,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Sco_28_Fugue_fl_ob_cl_bn.xml,val,y,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Notes_1_fl_28_Fugue.midi,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Sco_28_Fugue_1.xml,alignments/alignment_28_Fugue_1.json
28,Fugue,2,ob,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Notes_2_ob_28_Fugue.txt,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Sco_28_Fugue_fl_ob_cl_bn.xml,val,y,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Notes_2_ob_28_Fugue.midi,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Sco_28_Fugue_2.xml,alignments/alignment_28_Fugue_2.json
28,Fugue,3,cl,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Notes_3_cl_28_Fugue.txt,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Sco_28_Fugue_fl_ob_cl_bn.xml,val,n,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Notes_3_cl_28_Fugue.midi,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Sco_28_Fugue_3.xml,alignments/alignment_28_Fugue_3.json
28,Fugue,4,bn,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Notes_4_bn_28_Fugue.txt,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Sco_28_Fugue_fl_ob_cl_bn.xml,val,y,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Notes_4_bn_28_Fugue.midi,data/aligned/URMP/val/28_Fugue_fl_ob_cl_bn/Sco_28_Fugue_4.xml,alignments/alignment_28_Fugue_4.json
29,Fugue,1,fl,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Notes_1_fl_29_Fugue.txt,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Sco_29_Fugue_fl_fl_ob_cl.xml,val,n,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Notes_1_fl_29_Fugue.midi,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Sco_29_Fugue_1.xml,alignments/alignment_29_Fugue_1.json
29,Fugue,2,fl,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Notes_2_fl_29_Fugue.txt,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Sco_29_Fugue_fl_fl_ob_cl.xml,val,n,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Notes_2_fl_29_Fugue.midi,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Sco_29_Fugue_2.xml,alignments/alignment_29_Fugue_2.json
29,Fugue,3,ob,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Notes_3_ob_29_Fugue.txt,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Sco_29_Fugue_fl_fl_ob_cl.xml,val,n,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Notes_3_ob_29_Fugue.midi,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Sco_29_Fugue_3.xml,alignments/alignment_29_Fugue_3.json
29,Fugue,4,cl,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Notes_4_cl_29_Fugue.txt,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Sco_29_Fugue_fl_fl_ob_cl.xml,val,n,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Notes_4_cl_29_Fugue.midi,data/aligned/URMP/val/29_Fugue_fl_fl_ob_cl/Sco_29_Fugue_4.xml,alignments/alignment_29_Fugue_4.json
30,Fugue,1,fl,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Notes_1_fl_30_Fugue.txt,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Sco_30_Fugue_fl_fl_ob_sax.xml,val,n,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Notes_1_fl_30_Fugue.midi,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Sco_30_Fugue_1.xml,alignments/alignment_30_Fugue_1.json
30,Fugue,2,fl,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Notes_2_fl_30_Fugue.txt,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Sco_30_Fugue_fl_fl_ob_sax.xml,val,n,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Notes_2_fl_30_Fugue.midi,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Sco_30_Fugue_2.xml,alignments/alignment_30_Fugue_2.json
30,Fugue,3,ob,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Notes_3_ob_30_Fugue.txt,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Sco_30_Fugue_fl_fl_ob_sax.xml,val,n,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Notes_3_ob_30_Fugue.midi,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Sco_30_Fugue_3.xml,alignments/alignment_30_Fugue_3.json
30,Fugue,4,sax,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Notes_4_sax_30_Fugue.txt,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Sco_30_Fugue_fl_fl_ob_sax.xml,val,n,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Notes_4_sax_30_Fugue.midi,data/aligned/URMP/val/30_Fugue_fl_fl_ob_sax/Sco_30_Fugue_4.xml,alignments/alignment_30_Fugue_4.json
31,Slavonic,1,tpt,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Notes_1_tpt_31_Slavonic.txt,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Sco_31_Slavonic_tpt_tpt_hn_tbn.xml,test,y,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Notes_1_tpt_31_Slavonic.midi,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Sco_31_Slavonic_1.xml,alignments/alignment_31_Slavonic_1.json
31,Slavonic,2,tpt,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Notes_2_tpt_31_Slavonic.txt,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Sco_31_Slavonic_tpt_tpt_hn_tbn.xml,test,y,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Notes_2_tpt_31_Slavonic.midi,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Sco_31_Slavonic_2.xml,alignments/alignment_31_Slavonic_2.json
31,Slavonic,3,hn,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Notes_3_hn_31_Slavonic.txt,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Sco_31_Slavonic_tpt_tpt_hn_tbn.xml,test,y,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Notes_3_hn_31_Slavonic.midi,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Sco_31_Slavonic_3.xml,alignments/alignment_31_Slavonic_3.json
31,Slavonic,4,tbn,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Notes_4_tbn_31_Slavonic.txt,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Sco_31_Slavonic_tpt_tpt_hn_tbn.xml,test,n,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Notes_4_tbn_31_Slavonic.midi,data/aligned/URMP/test/31_Slavonic_tpt_tpt_hn_tbn/Sco_31_Slavonic_4.xml,alignments/alignment_31_Slavonic_4.json
32,Fugue,1,vn,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Notes_1_vn_32_Fugue.txt,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Sco_32_Fugue_vn_vn_va_vc.xml,val,n,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Notes_1_vn_32_Fugue.midi,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Sco_32_Fugue_1.xml,alignments/alignment_32_Fugue_1.json
32,Fugue,2,vn,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Notes_2_vn_32_Fugue.txt,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Sco_32_Fugue_vn_vn_va_vc.xml,val,n,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Notes_2_vn_32_Fugue.midi,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Sco_32_Fugue_2.xml,alignments/alignment_32_Fugue_2.json
32,Fugue,3,va,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Notes_3_va_32_Fugue.txt,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Sco_32_Fugue_vn_vn_va_vc.xml,val,n,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Notes_3_va_32_Fugue.midi,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Sco_32_Fugue_3.xml,alignments/alignment_32_Fugue_3.json
32,Fugue,4,vc,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Notes_4_vc_32_Fugue.txt,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Sco_32_Fugue_vn_vn_va_vc.xml,val,y,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Notes_4_vc_32_Fugue.midi,data/aligned/URMP/val/32_Fugue_vn_vn_va_vc/Sco_32_Fugue_4.xml,alignments/alignment_32_Fugue_4.json
33,Elise,1,tpt,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Notes_1_tpt_33_Elise.txt,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Sco_33_Elise_tpt_tpt_hn_tbn.xml,test,n,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Notes_1_tpt_33_Elise.midi,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Sco_33_Elise_1.xml,alignments/alignment_33_Elise_1.json
33,Elise,2,tpt,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Notes_2_tpt_33_Elise.txt,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Sco_33_Elise_tpt_tpt_hn_tbn.xml,test,n,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Notes_2_tpt_33_Elise.midi,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Sco_33_Elise_2.xml,alignments/alignment_33_Elise_2.json
33,Elise,3,hn,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Notes_3_hn_33_Elise.txt,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Sco_33_Elise_tpt_tpt_hn_tbn.xml,test,y,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Notes_3_hn_33_Elise.midi,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Sco_33_Elise_3.xml,alignments/alignment_33_Elise_3.json
33,Elise,4,tbn,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Notes_4_tbn_33_Elise.txt,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Sco_33_Elise_tpt_tpt_hn_tbn.xml,test,n,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Notes_4_tbn_33_Elise.midi,data/aligned/URMP/test/33_Elise_tpt_tpt_hn_tbn/Sco_33_Elise_4.xml,alignments/alignment_33_Elise_4.json
34,Fugue,1,tpt,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Notes_1_tpt_34_Fugue.txt,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Sco_34_Fugue_tpt_tpt_hn_tbn.xml,val,n,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Notes_1_tpt_34_Fugue.midi,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Sco_34_Fugue_1.xml,alignments/alignment_34_Fugue_1.json
34,Fugue,2,tpt,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Notes_2_tpt_34_Fugue.txt,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Sco_34_Fugue_tpt_tpt_hn_tbn.xml,val,n,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Notes_2_tpt_34_Fugue.midi,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Sco_34_Fugue_2.xml,alignments/alignment_34_Fugue_2.json
34,Fugue,3,hn,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Notes_3_hn_34_Fugue.txt,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Sco_34_Fugue_tpt_tpt_hn_tbn.xml,val,n,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Notes_3_hn_34_Fugue.midi,data/aligned/URMP/val/34_Fugue_tpt_tpt_hn_tbn/Sco_34_Fugue_3.xml,alignments/alignment_34_Fugue_3.json
